Référence	ContexteGauche	Pivot	ContexteDroit
1736_Crebillon_Egarements2	qu'elle m'avait dit, elle l'	avait	prononcé d'une voix tremblante, et comme étouffée par la colère
1736_Crebillon_Egarements2	par la douleur : toutes choses dont elle	avait	bien voulu que je m'aperçusse, que je vis en effet
1736_Crebillon_Egarements2	, quand je me souvenais qu'elle l'	avait	donné à Monsieur De Pranzi ; sans compter encore ceux que je
1736_Crebillon_Egarements2	tînt compte d'un amour qu'elle n'	avait	pas dû pénétrer : il me semblait qu'elle ne pouvait pas
1736_Crebillon_Egarements2	mes regards lui disaient assez combien elle m'	avait	rendu sensible, et qu'enfin j'aurais été entendu, si
1736_Crebillon_Egarements2	entretenir MademoiselleDe Théville. Le livre qu'elle	avait	quitté était encore auprès d'elle. " nous avons, lui
1736_Crebillon_Egarements2	finir une lettre que Madame De Théville lui	avait	donnée à lire, ne se fût pas rapprochée de nous.
1736_Crebillon_Egarements2	j'avais du moins celle de croirequ'elle l'	avait	pu deviner, et que le peu que je lui avais montré
1736_Crebillon_Egarements2	lui avais montré de mes sentiments ne lui	avait	pas déplu. Nous avions été tous deux émus en nous parlant
1736_Crebillon_Egarements2	et ce rival qui la veille même m'	avait	causé les plus grandes alarmes. à peine enfin avais -je parlé
1736_Crebillon_Egarements2	, qu'il me semblait qu'elle m'	avait	répondu. Je la regardais, et il me paraissait qu'elle
1736_Crebillon_Egarements2	de Mademoiselle De Théville, qu'elle n'	avait	deviné mes sentiments que pour avoir sans cesse la barbare joie de
1736_Crebillon_Egarements2	de conduire une intrigue dans laquelle il m'	avait	embarqué, moins par amitié pour Madame De Senanges et pour moi
1736_Crebillon_Egarements2	et le remède difficile à trouver ; elle	avait	perdu par sa lenteur le droit d'acquérir de l'empire sur
1736_Crebillon_Egarements2	, et laissant les couplets qu'elle m'	avait	demandés, être débarrassé d'elle pour longtemps. J'arrivai,
1736_Crebillon_Egarements2	réparer la perte, et Madame De Senanges	avait	beaucoup à réparer. Elle me parut comme la veille à peu
1736_Crebillon_Egarements2	précédent et se flattait que ma visite n'	avait	pour objet que de régler entre nous certains préliminaires, qui,
1736_Crebillon_Egarements2	chaque moment augmentait l'aversion qu'elle m'	avait	inspirée. Quelque prévenu que je fusse contre Madame De Lursay,
1736_Crebillon_Egarements2	de sentir toute la distance qu'il y	avait	de l'une à l'autre. Si Madame De Lursay n'
1736_Crebillon_Egarements2	l'autre. Si Madame De Lursay n'	avait	pas toutes les vertus de son sexe, elle en avait du
1736_Crebillon_Egarements2	les vertus de son sexe, elle en	avait	du moins. Ses faiblesses étaient cachées sous des dehors imposants,
1736_Crebillon_Egarements2	et ses discours rebutants. Jamais elle n'	avait	su masquer ses vues, et l'on ne saurait dire ce
1736_Crebillon_Egarements2	j'avais vu chez Mademoiselle De Théville m'	avait	rempli le coeur d'une tristesse que les objets les plus agréables
1736_Crebillon_Egarements2	Madame De Mongennes surtout me déplaisait. Elle	avait	une de ces figures qui, sans avoir rien de décidé,
1736_Crebillon_Egarements2	trop d'embonpoint et une taille qui n'	avait	jamais été faite pour être aisée, elle cherchait les airs légers
1736_Crebillon_Egarements2	être pas révolté. Jeune, elle n'	avait	aucun des charmes de la jeunesse, et paraissait si fatiguée et
1736_Crebillon_Egarements2	de tout ce que Madame De Senanges m'	avait	dit de tendre, elle n'avait pas semblém'en estimer davantage.
1736_Crebillon_Egarements2	m'avait dit de tendre, elle n'	avait	pas semblém'en estimer davantage. Cette inattention me déplut et me la
1736_Crebillon_Egarements2	avaient autrefois réussi : me parlait bas,	avait	des airs si tendres, si languissants, si abandonnés, qu'
1736_Crebillon_Egarements2	lui fut d'autant plus douce qu'elle	avait	entendu louer extrêmement ma figure. Cependant ce n'était encore rien
1736_Crebillon_Egarements2	ne cessait de me fatiguer. Versac l'	avait	si positivement assurée qu'elle m'avait vivement touché, qu'elle
1736_Crebillon_Egarements2	l'avait si positivement assurée qu'elle m'	avait	vivement touché, qu'elle ne concevait pas ce qui m'empêchait
1736_Crebillon_Egarements2	se souvint en ce moment que Versac lui	avait	dit que Madame De Lursay avait des vues sur moi et qu'
1736_Crebillon_Egarements2	Versac lui avait dit que Madame De Lursay	avait	des vues sur moi et qu'il lui avait semblé que je
1736_Crebillon_Egarements2	des vues sur moi et qu'il lui	avait	semblé que je ne m'éloignais pas d'y répondre. Elle
1736_Crebillon_Egarements2	demanda d'un air négligent s'il y	avait	longtemps que je connaissais Madame De Lursay. Je lui répondis que
1736_Crebillon_Egarements2	nouvelle connaissance, dit -elle. On m'	avait	même assurée qu'elle avait eu l'envie du monde la plus
1736_Crebillon_Egarements2	. On m'avait même assurée qu'elle	avait	eu l'envie du monde la plus forte de vous plaire.
1736_Crebillon_Egarements2	elle eût sur lui cette supériorité qu'il	avait	sur toutes les autres femmes. " ah ! Venez, comte
1736_Crebillon_Egarements2	qu'à propos de l'amour qu'elle	avait	inspiré, l'on ne sait comment, à M De Meilcour
1736_Crebillon_Egarements2	apportais à ce souper. Versac, qui	avait	résolu de m'enlever à Madame De Lursay, m'engagea si
1736_Crebillon_Egarements2	qu'au premier coup d'oeil elle m'	avait	paru. Elle ne s'en flatta pas moins que je ne
1736_Crebillon_Egarements2	. Le reproche de fausseté qu'elle m'	avait	fait devant Hortense, et la dernière querelle que nous avions eue
1736_Crebillon_Egarements2	elle n'affectât plus cette grande vivacité qui	avait	alarmé Madame De Senanges, et que le désir qu'elle avait
1736_Crebillon_Egarements2	Senanges, et que le désir qu'elle	avait	de m'engager fût extérieurement modéré, il n'en était pas
1736_Crebillon_Egarements2	étais impatient de retrouver Madame De Lursay m'	avait	retenu auprès d'elle. Heureusement, ma contrainte ne fut pas
1736_Crebillon_Egarements2	elle. Je savais tout ce qu'elle	avait	à me dire, et les idées qu'elle s'était faites
1736_Crebillon_Egarements2	et j'étais presque certain qu'elle l'	avait	fait. Si nous avions été seuls, j'aurais été moins
1736_Crebillon_Egarements2	je venais de la convaincre qu'elle m'	avait	perdu et je goûtai pendant quelques instants le plaisir de la vengeance
1736_Crebillon_Egarements2	, après avoir avoué que Madame De Senanges	avait	fait sur moi la plus vive des impressions ? Devais -je lui
1736_Crebillon_Egarements2	devoir s'élever entre eux. Son absence	avait	-elle pu faire naître un si violent chagrin ? On s'attriste
1736_Crebillon_Egarements2	qui, depuis le panégyrique qu'elle m'	avait	entendu faire de Madame De Senanges, ne m'avait point parlé
1736_Crebillon_Egarements2	faire de Madame De Senanges, ne m'	avait	point parlé, après avoir vu partir Madame DeThéville et Hortense,
1736_Crebillon_Egarements2	Le chagrin que ce jour même elle m'	avait	causé, et l'état où m'avait mis l'opiniâtre froideur
1736_Crebillon_Egarements2	avait causé, et l'état où m'	avait	mis l'opiniâtre froideur d'Hortense, m'éloignaient également de ce
1736_Crebillon_Egarements2	alors pour Madame De Lursay ne me l'	avait	pas seule dictée. J'avais craint encore moins d'ennui pour
1736_Crebillon_Egarements2	supporter, surtoutquand je me souvenais qu'il	avait	dépendu de moi de me l'épargner. Je me repentis,
1736_Crebillon_Egarements2	obtenir d'elle une chose qu'elle m'	avait	paru désirer vivement. Je pris enfin assez sur ma sotte vanité
1736_Crebillon_Egarements2	moi -même, et que mon amour m'	avait	même engagé trop loin. Ainsi, ne pouvant me pardonner d'
1736_Crebillon_Egarements2	partir, désespéré qu'Hortense, qui n'	avait	seulement pas daigné me parler, n'eût pas été témoin de
1736_Crebillon_Egarements2	encore sorti du trouble où cette situation m'	avait	plongé. Revenu enfin à moi -même, je retournai chez moi
1736_Crebillon_Egarements2	de réflexions à tout ce que Versac m'	avait	dit, je repris mon emploi ordinaire. Rêver à Hortense,
1736_Crebillon_Egarements2	avais faites sur mon injustice. Il y	avait	beaucoup de monde chez Madame De Lursay, mais je n'y
1736_Crebillon_Egarements2	, mais d'un air détaché : elle	avait	tant de gaieté dans les yeux, je lui trouvais l'esprit
1736_Crebillon_Egarements2	aimais plus. Le respect qu'elle m'	avait	inspiré était en moi comme ces préjugés d'enfance, contre lesquels
1736_Crebillon_Egarements2	jamais que désavantageuse, puisqu'il n'y	avait	eu, dans ses procédés, rien qui pût justifier mon changement
1736_Crebillon_Egarements2	diminuer la joie que d'abord il m'	avait	causée. Sans pénétrer la cause du trouble qui se répandait dans
1736_Crebillon_Egarements2	étais plus aimé, et elle ne m'	avait	pas encore donné lieu de penser qu'elle en aimât un autre
1736_Crebillon_Egarements2	, qui jouait avec nous et qu'elle	avait	ramené de la campagne, lui parut apparemment propre à me donner
1736_Crebillon_Egarements2	rien qui répondît à ce qu'elle m'	avait	demandé. J'étais devenu stupide et, ce qu'il y
1736_Crebillon_Egarements2	pour elle de me détromper : elle n'	avait	pas besoin de m'étudier pour démêler ce qui se passait dans
1736_Crebillon_Egarements2	voulait vaincu. La partie où elle m'	avait	engagé ne fut pas sitôt finie, que, dans mon premier
1736_Crebillon_Egarements2	crus voir à son air froid qu'elle	avait	dans le fond envie que je partisse et qu'elle destinait,
1736_Crebillon_Egarements2	ressentis un dépit extrême. Si elle m'	avait	offert cette place, il est constant que je ne l'aurais
1736_Crebillon_Egarements2	me tirer de l'état où elle m'	avait	mis, et elle fit cependant bien de n'en pas risquer
1736_Crebillon_Egarements2	d'abord donné lieu de croire qu'elle	avait	sérieusement rompu avec moi, et qu'elle songeait même à s'
1736_Crebillon_Egarements2	impossible de la faire ressouvenir qu'elle m'	avait	aimé et de la retrouver plus tendre qu'elle ne l'avait
1736_Crebillon_Egarements2	la retrouver plus tendre qu'elle ne l'	avait	jamais été pour moi. Quoique, vain comme je l'étais
1736_Crebillon_Egarements2	presque perdu de vue l'objet qui m'	avait	déterminé à rester chez elle, je fus prêt à suivre quelques
1736_Crebillon_Egarements2	et que, pendant cette conversation, elle	avait	eu un air mystérieux et embarrassé, que leurs arrangements étaient pris
1736_Crebillon_Egarements2	son rendez -vous, qu'il y en	avait	eu à le deviner. Je me fis une joie maligne de
1736_Crebillon_Egarements2	Lursay. J'étais persuadé qu'elle m'	avait	trompé et que je ne devais jamais lui pardonner la fausseté d'
1736_Crebillon_Egarements2	-vous à quelqu'un qui, peut-être, n'	avait	eu ni le temps, ni le désir de lui en demander
1736_Crebillon_Egarements2	que ce ne fût en vain qu'on	avait	attaqué votre coeur, et que je ne fusse le premier qui
1736_Crebillon_Egarements2	une femme qui, jusques à vous,	avait	si bien résisté. Eh bien ! Ensuite d'une idée aussi
1736_Crebillon_Egarements2	plaisir de me les voir ne vous en	avait	pas coûté d'autres. -oui, repartit -elle, avec un
1736_Crebillon_Egarements2	de votre âge aumien, et qui m'	avait	d'abord si sensiblement frappée, disparut à mes regards. Chaque
1736_Crebillon_Egarements2	récit qu'elle venait de me faire m'	avait	involontairement donnée. " il est donc vrai, continua-t -elle,
1736_Crebillon_Egarements2	paru avoir l'âme corrompue, qui n'	avait	qu'une imagination déréglée, ou une faiblesse de caractère qui ne
1736_Crebillon_Egarements2	mon coeur fût à vous, il n'	avait	été à personne. S'il est vrai que ç'ait été mon
1736_Crebillon_Egarements2	(mais déjà persuadé cependant que Versac m'	avait	trompé, et trop occupé des charmes que Madame De Lursay offrait
1736_Crebillon_Egarements2	y seriez sensible si votre tendresse pour moi	avait	été aussi forte que vous me le dites. -mais, Meilcour
1736_Crebillon_Egarements2	. Malgré le tour sérieux que notre conversation	avait	pris sur sa fin, je me souvenais parfaitement du ridicule que
1736_Crebillon_Egarements2	souvenais parfaitement du ridicule que Madame De Lursay	avait	jeté sur mes craintes. Je la pressai tendrement de me regarder
1736_Crebillon_Egarements2	. Ce que je croyais qu'elle m'	avait	coûté me la rendait encore plus précieuse, et quoique je ne
1736_Crebillon_Egarements2	moins que la résistance de Madame De Lursay	avait	été extrême. Je n'en fus pas plutôt possesseur, que
1736_Crebillon_Egarements2	d'oublier tous les amants que Versac lui	avait	donnés, et celui dont elle venait elle -même de convenir avec
1736_Crebillon_Egarements2	livré aux réflexions, si Madame De Lursay	avait	bien voulu ne pas m'interrompre ; mais, malheureusement pour ma
1736_Crebillon_Egarements2	qu'elle eût été aussi méprisable qu'elle	avait	évité de me le paraître. Loin même que l'idée d'
1736_Marivaux_Marianne4-5	aimé pendant toute une année, s’il	avait	toujours été agréable : de mémoire d’homme on n’avait vu
1736_Marivaux_Marianne4-5	agréable : de mémoire d’homme on n’	avait	vu tant de grâces à personne. Mais commençons cette quatrième partie
1736_Marivaux_Marianne4-5	Quoiqu’elle eût été belle femme, elle	avait	quelque chose de si bon et de si raisonnable dans la physionomie
1736_Marivaux_Marianne4-5	si raisonnable dans la physionomie, que cela	avait	dû nuire à ses charmes, et les empêcher d’être aussi
1736_Marivaux_Marianne4-5	Et voilà, je pense, comme on	avait	été avec madame de Miran ; on ne prenait pas garde qu’
1736_Marivaux_Marianne4-5	Aussi, m’a-t -on dit, n’	avait	-elle guère fait d’amants, mais beaucoup d’amis, et
1736_Marivaux_Marianne4-5	aurait été galante si madame de Miran l’	avait	voulu ; mais qui, faute de cela, n’avait jamais
1736_Marivaux_Marianne4-5	mais qui, faute de cela, n’	avait	jamais que des mouvements naturels et nécessaires, et tels qu’ils
1736_Marivaux_Marianne4-5	l’esprit, je crois qu’on n’	avait	jamais dit aussi qu’elle en manquât. C’était de ces
1736_Marivaux_Marianne4-5	que vous lui disiez, il n’y	avait	que votre joie qui la récompensait. J’oubliais une chose assez
1736_Marivaux_Marianne4-5	raison de vous estimer, il n’y	avait	rien de plus juste ; et à peine pouviez -vous trouver autant
1736_Marivaux_Marianne4-5	pas, voilà tout ; ou bien elle	avait	pour eux une antipathie froide, tranquille et polie. Les médisants
1736_Marivaux_Marianne4-5	qui avaient leurs petits défauts : chacun n’	avait	-il pas les siens ? et voilà qui était fini. Tout
1736_Marivaux_Marianne4-5	brouillés avec elle, et contre qui elle	avait	une rancune secrète et naturelle qui l’éloignait d’eux sans retour
1736_Marivaux_Marianne4-5	c’est qu’à son gré il y	avait	moins de mal à s’égarer qu’à vouloir égarer les autres
1736_Marivaux_Marianne4-5	esprit impertinent et corrompu. Madame de Miran	avait	plus de vertus morales que de chrétiennes, respectait plus les exercices
1736_Marivaux_Marianne4-5	à cause de la conformité que cette aventure	avait	avec la mienne (vous vous souvenez que c’était au retour
1736_Marivaux_Marianne4-5	avez interrogé, vous a dit qu’il	avait	eu beau courir après, et qu’il l’avait perdu de
1736_Marivaux_Marianne4-5	beau courir après, et qu’il l’	avait	perdu de vue. Bon ! tant mieux, pensais -je ici
1736_Marivaux_Marianne4-5	maudits habits que M. de Glimal m’	avait	donnés, avec toutes ces parures qui me valaient le titre de
1736_Marivaux_Marianne4-5	si distingué, que madame Dorsin en entrant	avait	dit que j’avais, et que madame de Miran me trouvait
1736_Marivaux_Marianne4-5	dont il était question ? Oui, Marianne	avait	l’air d’une fille de condition, pourvu qu’elle n’
1736_Marivaux_Marianne4-5	jeune enfant était fort aimable, qu’elle	avait	l’air d’une fille de très bonne famille, et que
1736_Marivaux_Marianne4-5	mon fils, dans toutes ses façons,	avait	marqué un vrai respect pour elle ; et c’est ce respect
1736_Marivaux_Marianne4-5	ce respect que le chirurgien disait qu’il	avait	eu pour moi ? Vraiment mon cœur, tout troublé, tout
1736_Marivaux_Marianne4-5	, tout troublé, tout effrayé qu’il	avait	été d’abord, avait bien recueilli ces petits traits -là ;
1736_Marivaux_Marianne4-5	effrayé qu’il avait été d’abord,	avait	bien recueilli ces petits traits -là ; et ce que madame de
1736_Marivaux_Marianne4-5	-là ; et ce que madame de Miran	avait	conclu de ce respect ne lui était pas échappé non plus.
1736_Marivaux_Marianne4-5	respecte, il l’aime donc beaucoup,	avait	-elle dit, et j’étais tout à fait de son avis
1736_Marivaux_Marianne4-5	allez voir une action qui prouva que Valville	avait	eu raison de me respecter. Je n’étais rien, je
1736_Marivaux_Marianne4-5	-elle en me présentant sa main comme elle	avait	déjà fait quelques moments auparavant. Mais je n’osais plus lui
1736_Marivaux_Marianne4-5	était dit, et madame de Miran n’	avait	plus besoin que l’expliquasse, elle savait déjà ce qu’il
1736_Marivaux_Marianne4-5	je lui envoyais un paquet où il y	avait	une robe que je n’ai mise qu’une fois, du
1736_Marivaux_Marianne4-5	considération dont je vous ai parlé, qui	avait	fait semblant de me mettre par pitié chez madame Dutour, et
1736_Marivaux_Marianne4-5	par pitié chez madame Dutour, et qui	avait	pourtant des intentions si malhonnêtes, j’écrivis à M. de
1736_Marivaux_Marianne4-5	bon religieux dont je vous ai parlé m’	avait	menée, et ce fut chez vous que j’appris qu’il
1736_Marivaux_Marianne4-5	il me chagrinait ; que depuis qu’il	avait	vu une jeune personne qu’on avait portée chez moi, et
1736_Marivaux_Marianne4-5	il avait vu une jeune personne qu’on	avait	portée chez moi, et dont tu ajouteras que je t’ai
1736_Marivaux_Marianne4-5	. La première fois qu’il m’y	avait	vue, à ce qu’il m’a dit depuis, il
1736_Marivaux_Marianne4-5	qu’il m’a dit depuis, il	avait	cru nécessaire de se travestir, par deux raisons. L’une
1736_Marivaux_Marianne4-5	était qu’après l’insulte qu’il m’	avait	faite, je refuserais de lui parler, s’il me demandait
1736_Marivaux_Marianne4-5	: car c’était une précaution qu’il	avait	prise. Mais cette fois -ci il comprit bien par la teneur
1736_Marivaux_Marianne4-5	peu de façons que j’y faisais l’	avait	inquiété : et effectivement ce n’était pas trop bon signe ;
1736_Marivaux_Marianne4-5	trop bon signe ; une pareille visite n’	avait	plus l’air d’intrigue : elle était trop innocente pour promettre
1736_Marivaux_Marianne4-5	était bien mis, lui ! qu’il	avait	bonne mine ! Hélas ! qu’il avait l’air tendre et
1736_Marivaux_Marianne4-5	avait bonne mine ! Hélas ! qu’il	avait	l’air tendre et respectueux ! Que je lui sentis d’envie
1736_Marivaux_Marianne4-5	extrêmement émue de tout ce que son abord	avait	de tendre et de charmant, asseyez -vous. Il fallut ensuite
1736_Marivaux_Marianne4-5	de la religion : s’il y en	avait	de plus forts, je les prendrais, ils me feraient encore
1736_Marivaux_Marianne4-5	triste, je lui demandai ce qu’elle	avait	, elle me dit que son fils la chagrinait ; je l’
1736_Marivaux_Marianne4-5	là-dedans : elle me dit aussi qu’elle	avait	toujours été fort contente de ce fils, mais qu’elle ne
1736_Marivaux_Marianne4-5	elle ne le reconnaissait plus depuis qu’il	avait	vu une certaine jeune fille : là-dessus elle me conta notre histoire
1736_Marivaux_Marianne4-5	refuse pas de lui dire que si elle	avait	été riche et son égale, elle avait si bonne opinion de
1736_Marivaux_Marianne4-5	avait été riche et son égale, elle	avait	si bonne opinion de lui qu’elle l’aurait préféré à tous
1736_Marivaux_Marianne4-5	m’épuiser en générosité, il n’y	avait	rien que je n’eusse dit pour détourner Valville de m’aimer
1736_Marivaux_Marianne4-5	madame de Miran me quitta. Aussi y	avait	-il ici matière à bien d’autres mouvements. Aime -la,
1736_Marivaux_Marianne4-5	: il en arrivera ce qui pourra,	avait	dit ma bienfaitrice à son fils, et puis nous verrons ;
1736_Marivaux_Marianne4-5	verrons ; je ne sais que résoudre,	avait	-elle ajouté ; et dans le fond, c’était m’avoir
1736_Marivaux_Marianne4-5	C’est là tout ce que mon cœur	avait	gagné aux discours incertains de madame de Miran : n’était -ce
1736_Marivaux_Marianne4-5	une extrême curiosité de savoir s’il n’	avait	rien de nouveau à m’apprendre sur notre amour ; et malgré
1736_Marivaux_Marianne4-5	ne présumais point, puisqu’elle ne m’	avait	point avertie, comme en effet elle ignorait sa visite. Valville
1736_Marivaux_Marianne4-5	le paquet des hardes malhonnêtes qu’elle lui	avait	renvoyées. Ce pauvre homme (car l’instant approche où il
1736_Marivaux_Marianne4-5	parloir avant que de partir ; elle n’	avait	que son fils avec elle. M. de Climal s’était
1736_Marivaux_Marianne4-5	. Je vous ai conté qu’il y	avait	trois ou quatre nuits que je n’avais presque pas dormi de
1736_Marivaux_Marianne4-5	. Me voilà donc tranquille ; il y	avait	cinq ou six jours que je n’avais vu ni la mère
1736_Marivaux_Marianne4-5	nous entrâmes chez madame Dorsin ; il y	avait	trois ou quatre personnes avec elle. Ah ! la voilà donc
1736_Marivaux_Marianne4-5	fusse en cette occasion -ci, comme l’	avait	dit madame de Miran, j’étais née pour avoir du goût
1736_Marivaux_Marianne4-5	Et point du tout ; il n’y	avait	rien ici qui ressemblât à ce que j’avais pensé, rien
1736_Marivaux_Marianne4-5	et moi qui m’imaginais qu’il y	avait	tant de mystères dans la politesse des gens du monde, et
1736_Marivaux_Marianne4-5	bien surprise de voir qu’il n’y	avait	rien de si particulier dans la leur, rien qui me fût
1736_Marivaux_Marianne4-5	eue d’elle ; en la voyant on	avait	quelque chose de plus pressé à sentir : voici un moyen de
1736_Marivaux_Marianne4-5	avoir aucune sorte d’esprit ; mais elle	avait	l’esprit avec lequel on en a de toutes les sortes,
1736_Marivaux_Marianne4-5	je vous dis qu’ordinairement son esprit n’	avait	point de sexe, et qu’en même temps ce devait être
1736_Marivaux_Marianne4-5	à l’usage de madame Dorsin ; elle	avait	une fierté d’amour-propre qui ne lui permettait pas de s’y
1736_Marivaux_Marianne4-5	relâchait un instant là-dessus, il n’y	avait	qu’elle qui le savait : mais, en général, elle
1736_Marivaux_Marianne4-5	À la vérité, ce dégoût qu’elle	avait	pour tous ces petits moyens de plaire, peut-être était -elle bien
1736_Marivaux_Marianne4-5	-le. Je vous ai dit combien elle	avait	d’esprit, nous en sommes maintenant aux qualités de son cœur
1736_Marivaux_Marianne4-5	que je vais parler d’une femme qui	avait	toute la finesse d’esprit possible. Ne perdez point cela de
1736_Marivaux_Marianne4-5	meilleure personne du monde aussi, mais qui	avait	un esprit supérieur, ce qui fait d’abord un peu contre
1736_Marivaux_Marianne4-5	, avec tout le bon cœur qu’elle	avait	, ne faisait pour vous que ce que vous la priiez de
1736_Marivaux_Marianne4-5	, d’esprit, d’industrie ; elle	avait	de tout cela pour vous. Ce n’était pas elle que
1736_Marivaux_Marianne4-5	. L’intérêt qu’elle y prenait n’	avait	plus l’air généreux à force d’être personnel ; il ne
1736_Marivaux_Marianne4-5	qui la payait de tout ce qu’elle	avait	fait pour vous. Votre hardiesse à redemander d’être servi faisait
1736_Marivaux_Marianne4-5	une conversation ; et madame Dorsin, qui	avait	bien plus d’esprit que ceux qui en ont beaucoup, ne
1736_Marivaux_Marianne4-5	c’est qu’en effet elle n’en	avait	elle -même alors pas plus qu’il ne vous en fallait.
1736_Marivaux_Marianne4-5	d’abord tout réglé ; et elle n’	avait	d’autre mérite à cela que celui d’être née avec un
1736_Marivaux_Marianne4-5	elles ne venaient pas pour voir combien elle	avait	d’esprit, elles venaient seulement lui montrer combien elles en avaient
1736_Marivaux_Marianne4-5	cette puérilité -là chez madame Dorsin ; elle	avait	le secret d’en guérir ceux qui la voyaient souvent. Il
1736_Marivaux_Marianne4-5	plus ou du moins d’importance qu’il	avait	; c’étaient des hommes qui parlaient à des hommes, entre
1736_Marivaux_Marianne4-5	agissait plus des titres que le hasard leur	avait	donnés ici-bas, et qui ne croyaient pas que leurs fonctions fortuites
1736_Marivaux_Marianne4-5	philosophe que je vous ai dit qu’elle	avait	, et qui faisait que tout le monde était philosophe aussi.
1736_Marivaux_Marianne4-5	dans ce sens -là que madame Dorsin les	avait	. Les autres les ont par vanité, et elle ne les
1736_Marivaux_Marianne4-5	ont par vanité, et elle ne les	avait	qu’à cause de la vanité des autres. Je vous ai
1736_Marivaux_Marianne4-5	, à cet esprit si distingué qu’elle	avait	, joignait une âme forte, courageuse et résolue ; de ces
1736_Marivaux_Marianne4-5	valait madame Dorsin ; mais il n’y	avait	que les femmes du plus grand mérite qui, je pense,
1736_Marivaux_Marianne4-5	considérable et si importante, qu’il y	avait	de la distinction à être de ses amis, de la vanité
1736_Marivaux_Marianne4-5	que j’en aurais dit ? Qu’il	avait	à tout moment les yeux sur moi, que je levais quelquefois
1736_Marivaux_Marianne4-5	conduite qu’elle tenait, il n’y	avait	qu’à patienter et prendre courage. Au sortir d’avec Valville
1736_Marivaux_Marianne4-5	atours. Entre les pensionnaires il y en	avait	une à peu près de mon âge, et qui était assez
1736_Marivaux_Marianne4-5	bienfaitrice, qui en fut si touchée,	avait	oublié de lui recommander le secret en me mettant chez elle.
1736_Marivaux_Marianne4-5	enfant, je n’ai garde, m’	avait	-elle répondu. Jésus, mon Dieu ne craignez rien ; est
1736_Marivaux_Marianne4-5	(vraiment elles n’avaient garde, comme	avait	dit notre abbesse), mais qui, dans les discours qu’
1736_Marivaux_Marianne4-5	belle, et qui était si fière,	avait	été la seule qui m’eût dédaignée, et qui ne m’
1736_Marivaux_Marianne4-5	de mes malheurs, si tout le monde	avait	autant de raison que vous. Voilà donc ce que j’avais
1736_Marivaux_Marianne4-5	, ni personne de la maison ne m’	avait	encore vue dans tous mes ajustements ; et il est vrai que
1736_Marivaux_Marianne4-5	mine qu’elle faisait, comme si on	avait	voulu voir si elle ne se tenait pas pour battue ; car
1736_Marivaux_Marianne4-5	ne lui répondit rien ; ma religieuse lui	avait	déjà tourné dos, et m’emmenait d’un autre côté avec
1736_Marivaux_Marianne4-5	, vous avez dû sentir qu’elle n’	avait	point les petitesses des esprits ordinaires de couvent. Vous saurez bientôt
1736_Marivaux_Marianne4-5	obéissance. Elle arriva donc. Il y	avait	huit jours que je n’avais vu Valville, et je vous
1736_Marivaux_Marianne4-5	et je vous avoue que le temps m’	avait	duré. J’espérais le trouver à la porte du couvent comme
1736_Marivaux_Marianne4-5	et je pensais mal. Madame de Miran	avait	prudemment jugé à propos de ne le pas amener avec elle,
1736_Marivaux_Marianne4-5	sans doute avertir son maître, qui lui	avait	apparemment ordonné de se tenir là, et qui était déjà descendu
1736_Marivaux_Marianne4-5	cocher arrêta chez cette dame. Il y	avait	bonne compagnie : j’y trouvai les mêmes personnes que j’y
1736_Marivaux_Marianne4-5	y dit ; avançons. Il n’y	avait	qu’une heure que nous étions sortis de table, quand on
1736_Marivaux_Marianne5-6	et qu’elles tenteront peut-être ? Il y	avait	effectivement lieu d’être alarmée. Au moment où je raisonnais ainsi
1736_Marivaux_Marianne5-6	Au moment où je raisonnais ainsi, Valville	avait	beaucoup de tendresse pour moi, j’en étais sûre ; et
1736_Marivaux_Marianne5-6	cela en conséquence d’un billet que lui	avait	écrit madame de Miran, où elle la priait de me faire
1736_Marivaux_Marianne5-6	maison ; vous savez qu’il n’y	avait	pas si longtemps que j’y avais été. Jugez quelle fut
1736_Marivaux_Marianne5-6	homme ! Et en effet, n’y	avait	-il pas quelque apparence à ce que j’appréhendais ? Les menaces
1736_Marivaux_Marianne5-6	j’appréhendais ? Les menaces qu’il m’	avait	faites en me quittant chez madame Dutour ; cette scène qui s’
1736_Marivaux_Marianne5-6	; les signes d’amitié dont m’y	avait	honorée madame de Miran, qu’il m’avait vu saluer de
1736_Marivaux_Marianne5-6	honorée madame de Miran, qu’il m’	avait	vu saluer de loin ; la crainte que je ne révélasse,
1736_Marivaux_Marianne5-6	à laquelle je me préparais. Il y	avait	deux escaliers ; je dis à un laquais : Où est -ce
1736_Marivaux_Marianne5-6	et me mis à examiner quelle mine il	avait	, et de quel air il me regardait. Je le trouvai
1736_Marivaux_Marianne5-6	elle connaissait particulièrement la jeune personne qu’elle	avait	saluée au couvent ces jours passés ; ma mère lui a dit
1736_Marivaux_Marianne5-6	caché que c’était elle qui vous y	avait	mise. Là-dessus, vous pouvez donc la faire venir, a-t
1736_Marivaux_Marianne5-6	figuré, en partant, qu’il y	avait	quelque mauvaise volonté de sa part. Vous vous êtes trompée,
1736_Marivaux_Marianne5-6	étrange visite que je rendais ; il y	avait	mille petites raisons de sentiment qui m’en faisaient une corvée.
1736_Marivaux_Marianne5-6	, et cet homme de cent ans m’	avait	parlé d’amour, m’avait voulu persuader qu’il n’était
1736_Marivaux_Marianne5-6	ans m’avait parlé d’amour, m’	avait	voulu persuader qu’il n’était vieux que par rapport à moi
