Référence	ContexteGauche	Pivot	ContexteDroit
1736_Crebillon_Egarements2	, et n'en accepterai aucun. -vous	pensiez	différemment tout à l'heure, repris -je, et j'ai
1736_Crebillon_Egarements2	-eh bien ! Interrompit -elle encore, je	pensais	fort mal, et je m'en suis corrigée. " à
1736_Crebillon_Egarements2	me laissa d'autant plus piqué que je	croyais	m'être compromis en la priant d'une chose qu'un moment
1736_Crebillon_Egarements2	d'une chose qu'un moment auparavant j'	avais	refusée d'elle, et que j'avais vainement abaissé mon orgueil
1736_Crebillon_Egarements2	avais refusée d'elle, et que j'	avais	vainement abaissé mon orgueil. Quelque intérêt que j'eusse à ne
1736_Crebillon_Egarements2	point quitter Hortense, j'imaginai qu'il	fallait	le faire céder à ce que je croyais me devoir à moi
1736_Crebillon_Egarements2	fallait le faire céder à ce que je	croyais	me devoir à moi -même, et que mon amour m'avait
1736_Crebillon_Egarements2	moi -même, et que mon amour m'	avait	même engagé trop loin. Ainsi, ne pouvant me pardonner d'
1736_Crebillon_Egarements2	De Lursay lieu de penser qu'elle me	mortifiait	, je les laissai partir, désespéré qu'Hortense, qui n'
1736_Crebillon_Egarements2	partir, désespéré qu'Hortense, qui n'	avait	seulement pas daigné me parler, n'eût pas été témoin de
1736_Crebillon_Egarements2	mon amour pour Madame De Senanges. Ils	étaient	déjà loin, que je n'étais pas encore sorti du trouble
1736_Crebillon_Egarements2	Ils étaient déjà loin, que je n'	étais	pas encore sorti du trouble où cette situation m'avait plongé.
1736_Crebillon_Egarements2	encore sorti du trouble où cette situation m'	avait	plongé. Revenu enfin à moi -même, je retournai chez moi
1736_Crebillon_Egarements2	, penser faux sur tout ce qui m'	arrivait	, et m'affliger jusques au retour d'Hortense. Quoique je
1736_Crebillon_Egarements2	d'Hortense. Quoique je susse qu'elle	devait	être deux jours à la campagne, j'envoyai le lendemain savoir
1736_Crebillon_Egarements2	j'envoyai le lendemain savoir si elle n'	était	pas revenue. Tourmenté par mon impatience et ma jalousie, le
1736_Crebillon_Egarements2	: mais plus vain encore que je n'	étais	amoureux, la crainte de faire croire à Madame De Lursay que
1736_Crebillon_Egarements2	croire à Madame De Lursay que je ne	pouvais	supporter son absence, l'emporta, et, malgré mes terreurs
1736_Crebillon_Egarements2	mes terreurs, me fit rester. J'	étais	à peine rentré, qu'on m'annonça Versac. Quelque occupé
1736_Crebillon_Egarements2	amour, la solitude à laquelle je m'	étais	condamné, m'ennuyait, et je fus charmé de le revoir
1736_Crebillon_Egarements2	à laquelle je m'étais condamné, m'	ennuyait	, et je fus charmé de le revoir. " je viens
1736_Crebillon_Egarements2	Senanges. -autrefois, dit -il, on	pensait	comme vous, mais les temps sont changés. Nous parlerons là-dessus
1736_Crebillon_Egarements2	. -je suis, quoi que vous en	disiez	, répondis -je, très certain que cela ne saurait être.
1736_Crebillon_Egarements2	avez raison de n'en pas vouloir.	-mais	vous, lui demandai -je, la prendriez -vous ? -si j'
1736_Crebillon_Egarements2	-je, la prendriez -vous ? -si j'	étais	, dit -il assez infortuné pour qu'elle le voulût, je
1736_Crebillon_Egarements2	c'est un devoir ; si je la	prenais	, moi, ce ne serait que par politesse. Vous avez
1736_Crebillon_Egarements2	il m'est important que vous ne le	disiez	pas. Revenons à vous. Je me suis aperçu avec surprise
1736_Crebillon_Egarements2	en mille occasions, que le monde vous	était	absolument inconnu. Quoique vous soyez fort jeune, vous êtes d'
1736_Crebillon_Egarements2	ne puis surtout m'étonner assez que vous	connaissiez	si peu les femmes. Les réflexions que j'ai faites sur
1736_Crebillon_Egarements2	est cependant pas la seule à laquelle vous	deviez	vous borner. Celle des usages, des goûts, et des
1736_Crebillon_Egarements2	le démêler. Il faut encore que vous	joigniez	à l'art de tromper les autres, celui de les pénétrer
1736_Crebillon_Egarements2	, celui de les pénétrer ; que vous	cherchiez	toujours, sous ce qu'ils veulent vousparaître, ce qu'ils
1736_Crebillon_Egarements2	de m'apprendre à quel point il s'	estimait	, et combien je devais l'estimer moi -même. De toutes
1736_Crebillon_Egarements2	point il s'estimait, et combien je	devais	l'estimer moi -même. De toutes les vertus, celle qui
1736_Crebillon_Egarements2	indulgence qu'ilnous accorde, si nous n'	avions	pas cru avoir besoin de la sienne. Ce n'est pas
1736_Crebillon_Egarements2	a placés au-dessous de nous. Vous ne	sauriez	donc trop présumer de vos forces, ni vous affaiblir assez celles
1736_Crebillon_Egarements2	nous en trouver qu'autant que nous nous	formions	sur leurs idées. Sûr que je ne pourrais, sans me
1736_Crebillon_Egarements2	, je me créai les vices dont j'	avais	besoin pour plaire : une conduite si ménagée me réussit. Je
1736_Crebillon_Egarements2	suis né si différent de ce que je	parais	, que ce ne fut pas sans une peine extrême que je
1736_Crebillon_Egarements2	parvins à me gâter l'esprit. Je	rougissais	quelquefois de mon impertinence : je ne médisais qu'avec timidité.
1736_Crebillon_Egarements2	rougissais quelquefois de mon impertinence : je ne	médisais	qu'avec timidité. J'étais fat, à la vérité,
1736_Crebillon_Egarements2	je ne médisais qu'avec timidité. J'	étais	fat, à la vérité, mais sans grâces, sans brillant
1736_Crebillon_Egarements2	est pas si facile d'acquérir cellequ'il me	fallait	. Cette fatuité audacieuse et singulière, qui, n'ayant point
1736_Crebillon_Egarements2	, et qu'il faut cependant que vous	dérobiez	à chacune des femmes avec qui vous êtes lié ! Croyez -vous
1736_Crebillon_Egarements2	. Je vous ai dit que vous ne	pouviez	point trop parler de vous. à ce précepte, j'en
1736_Crebillon_Egarements2	plussent, il me semble qu'on les	accablait	de tout le mépris qu'on leur doit, et qu'on
1736_Crebillon_Egarements2	on leur doit, et qu'on les	trouvait	aussi insupportables qu'ils le sont. -dites, répondit -il,
1736_Crebillon_Egarements2	. -dites, répondit -il, qu'on	blâmait	leurs travers, qu'on en riait même ; mais que,
1736_Crebillon_Egarements2	on blâmait leurs travers, qu'on en	riait	même ; mais que, malgré cela, ils ne plussent pas
1736_Crebillon_Egarements2	qu'une passion, pour être forte,	devait	commencer par un trouble extrême ; et il y a trop longtemps
1736_Crebillon_Egarements2	-il. Vous avez remarqué qu'on ne	tarissait	point dans le monde : ne vous seriez -vous pas aperçu aussi
1736_Crebillon_Egarements2	fins, y tiennent lieu de tout ?	-mais	on y disserte sans cesse ! Repris -je. -eh bien !
1736_Crebillon_Egarements2	-je, répondez à la question que je	voulais	vous faire. Pourquoi avons -nous besoin qu'une femme nous mette
1736_Crebillon_Egarements2	je puis, en attendant que vous m'	instruisiez	, penser aussi mal que je voudrai. Ne me laissez -vous
1736_Crebillon_Egarements2	paraissent d'un égal mérite, vous ne	cherchiez	pas à me déterminer pour la plus jeune, et après tout
1736_Crebillon_Egarements2	carrosse, et nous employâmesle temps que nous	avions	encore à être ensemble, lui, à tâcher de me convaincre
1736_Crebillon_Egarements2	tâcher de me convaincre du besoin que j'	avais	de prendre Madame De Senanges, et moi, à lui persuader
1736_Crebillon_Egarements2	de réflexions à tout ce que Versac m'	avait	dit, je repris mon emploi ordinaire. Rêver à Hortense,
1736_Crebillon_Egarements2	départ, et soupirer après son retour,	étaient	alors les seules choses dont je pusse m'occuper. Ce jour
1736_Crebillon_Egarements2	j'appris qu'elle et Madame De Théville	étaient	revenues, et sorties. Je crus, je ne sais pourquoi
1736_Crebillon_Egarements2	je ne sais pourquoi, qu'elles ne	pouvaient	être que chez Madame De Lursay, et j'y volai.
1736_Crebillon_Egarements2	volai. Un intérêt trop vif m'y	conduisait	, pour qu'il pût être balancé par la crainte de la
1736_Crebillon_Egarements2	revoir, et d'ailleurs ma colère s'	était	affaiblie, et par le temps, et par les réflexions que
1736_Crebillon_Egarements2	réflexions que, malgré moi -même, j'	avais	faites sur mon injustice. Il y avait beaucoup de monde chez
1736_Crebillon_Egarements2	avais faites sur mon injustice. Il y	avait	beaucoup de monde chez Madame De Lursay, mais je n'y
1736_Crebillon_Egarements2	mon chagrin et me firent rester. Elle	jouait	quand j'arrivai, et sans paraître ni troublée, ni émue
1736_Crebillon_Egarements2	avec moi que les façons que je lui	avais	vues lorsqu'il n'était encore question de rien entre nous deux
1736_Crebillon_Egarements2	que je lui avais vues lorsqu'il n'	était	encore question de rien entre nous deux. Après les premières politesses
1736_Crebillon_Egarements2	elle se rendit à son jeu. J'	étais	auprès d'elle et quelquefois elle me parlait sur les coups singuliers
1736_Crebillon_Egarements2	étais auprès d'elle et quelquefois elle me	parlait	sur les coups singuliers qui lui arrivaient, mais d'un air
1736_Crebillon_Egarements2	me parlait sur les coups singuliers qui lui	arrivaient	, mais d'un air détaché : elle avait tant de gaieté
1736_Crebillon_Egarements2	, mais d'un air détaché : elle	avait	tant de gaieté dans les yeux, je lui trouvais l'esprit
1736_Crebillon_Egarements2	de gaieté dans les yeux, je lui	trouvais	l'esprit si libre, que je ne pus pas douter qu'
1736_Crebillon_Egarements2	m'eût oublié. Les raisons que j'	avais	de souhaiter son indifférence me firent recevoir avec une extrême joie tout
1736_Crebillon_Egarements2	recevoir avec une extrême joie tout ce qui	pouvait	me la prouver. Tout déterminé que j'étais à rompre avec
1736_Crebillon_Egarements2	me la prouver. Tout déterminé que j'	étais	à rompre avec elle, je ne savais pas comment lui dire
1736_Crebillon_Egarements2	étais à rompre avec elle, je ne	savais	pas comment lui dire que je ne l'aimais plus. Le
1736_Crebillon_Egarements2	pas comment lui dire que je ne l'	aimais	plus. Le respect qu'elle m'avait inspiré était en moi
1736_Crebillon_Egarements2	aimais plus. Le respect qu'elle m'	avait	inspiré était en moi comme ces préjugés d'enfance, contre lesquels
1736_Crebillon_Egarements2	. Le respect qu'elle m'avait inspiré	était	en moi comme ces préjugés d'enfance, contre lesquels on se
1736_Crebillon_Egarements2	dans ce moment, l'estime que j'	avais	eue pour elle me tyrannisait encoreet me forçait à lui déguiser mes
1736_Crebillon_Egarements2	estime que j'avais eue pour elle me	tyrannisait	encoreet me forçait à lui déguiser mes sentiments. Je redoutais surtout
1736_Crebillon_Egarements2	avais eue pour elle me tyrannisait encoreet me	forçait	à lui déguiser mes sentiments. Je redoutais surtout une explication qui
1736_Crebillon_Egarements2	forçait à lui déguiser mes sentiments. Je	redoutais	surtout une explication qui ne pouvait m'être jamais que désavantageuse,
1736_Crebillon_Egarements2	. Je redoutais surtout une explication qui ne	pouvait	m'être jamais que désavantageuse, puisqu'il n'y avait eu
1736_Crebillon_Egarements2	jamais que désavantageuse, puisqu'il n'y	avait	eu, dans ses procédés, rien qui pût justifier mon changement
1736_Crebillon_Egarements2	pût justifier mon changement, et que j'	avais	à me reprocher tous les miens. Le parti que je lui
1736_Crebillon_Egarements2	les miens. Le parti que je lui	voyais	prendre était donc le seul qui pût me convenir : il nous
1736_Crebillon_Egarements2	. Le parti que je lui voyais prendre	était	donc le seul qui pût me convenir : il nous faisait rompre
1736_Crebillon_Egarements2	seul qui pût me convenir : il nous	faisait	rompre sans éclat, sans altercation, sans lenteurs, et nous
1736_Crebillon_Egarements2	sans altercation, sans lenteurs, et nous	délivrait	l'un et l'autre de ces conversations funestes qui brouillent souvent
1736_Crebillon_Egarements2	qu'elle m'eût quitté, je ne	concevais	pas qu'elle l'eût pu faire aussi promptement. Je craignis
1736_Crebillon_Egarements2	qu'à la contrainte que le monde qui	était	chez elle lui imposait. Sans connaître beaucoup l'amour, j'
1736_Crebillon_Egarements2	que le monde qui était chez elle lui	imposait	. Sans connaître beaucoup l'amour, j'imaginais qu'il ne
1736_Crebillon_Egarements2	. Sans connaître beaucoup l'amour, j'	imaginais	qu'il ne s'éteint pas tout d'un coup ; qu'
1736_Crebillon_Egarements2	moins de ménagement. De ce raisonnement je	concluais	que Madame De Lursay pouvait bien n'être pas aussi libre qu'
1736_Crebillon_Egarements2	ce raisonnement je concluais que Madame De Lursay	pouvait	bien n'être pas aussi libre qu'elle me le paraissait,
1736_Crebillon_Egarements2	être pas aussi libre qu'elle me le	paraissait	, et que j'étais peut-être assez malheureux pour en être plus
1736_Crebillon_Egarements2	elle me le paraissait, et que j'	étais	peut-être assez malheureux pour en être plus aimé que jamais. Pour
1736_Crebillon_Egarements2	. Pour m'en éclaircir, je l'	étudiais	avec soin, et plus, par l'examen que j'en
1736_Crebillon_Egarements2	plus, par l'examen que j'en	faisais	, je trouvais de quoi m'assurer que son changement était réel
1736_Crebillon_Egarements2	l'examen que j'en faisais, je	trouvais	de quoi m'assurer que son changement était réel, plus je
1736_Crebillon_Egarements2	trouvais de quoi m'assurer que son changement	était	réel, plus je sentais diminuer la joie que d'abord il
1736_Crebillon_Egarements2	que son changement était réel, plus je	sentais	diminuer la joie que d'abord il m'avait causée. Sans
1736_Crebillon_Egarements2	diminuer la joie que d'abord il m'	avait	causée. Sans pénétrer la cause du trouble qui se répandait dans
1736_Crebillon_Egarements2	Sans pénétrer la cause du trouble qui se	répandait	dans mon âme, je m'y plongeai tout entier ; je
1736_Crebillon_Egarements2	son inconstance. Je me demandai enfin quelle	était	la sorte d'intérêt qui m'attachait aux mouvements d'une femme
1736_Crebillon_Egarements2	quelle était la sorte d'intérêt qui m'	attachait	aux mouvements d'une femme que je n'aimais plus et que
1736_Crebillon_Egarements2	aux mouvements d'une femme que je n'	aimais	plus et que je n'avais même jamais aimée. En effet
1736_Crebillon_Egarements2	je n'aimais plus et que je n'	avais	même jamais aimée. En effet, que m'importait -il qu'
1736_Crebillon_Egarements2	jamais aimée. En effet, que m'	importait	-il qu'elle m'eût ôté son coeur, et que pouvais
1736_Crebillon_Egarements2	m'eût ôté son coeur, et que	pouvais	-je avoir à craindre, que le malheur d'en être encore
1736_Crebillon_Egarements2	être encore aimé ? Ce que je me	disais	là-dessus était sensé, et, à force deme le redire,
1736_Crebillon_Egarements2	aimé ? Ce que je me disais là-dessus	était	sensé, et, à force deme le redire, je crus
1736_Crebillon_Egarements2	avoir triomphé de ma vanité. Ce n'	était	pas sans dessein que Madame De Lursay cherchait à la mortifier,
1736_Crebillon_Egarements2	était pas sans dessein que Madame De Lursay	cherchait	à la mortifier, et ce ne fut pas non plus sans
1736_Crebillon_Egarements2	elle, j'acceptai. Mon oisiveté m'	ennuyait	et je me flattai que l'occupation du jeu m'enlèverait à
1736_Crebillon_Egarements2	du jeu m'enlèverait à des idées qui	commençaient	à m'être importunes. Je jouai donc, mais avec une
1736_Crebillon_Egarements2	dont l'air assuré et tranquille ne se	démentait	pas et qui se livrait avec intrépidité aux remarques qu'elle voyait
1736_Crebillon_Egarements2	tranquille ne se démentait pas et qui se	livrait	avec intrépidité aux remarques qu'elle voyait que je faisais sur elle
1736_Crebillon_Egarements2	se livrait avec intrépidité aux remarques qu'elle	voyait	que je faisais sur elle. Jusque -là, je pouvais croire
1736_Crebillon_Egarements2	intrépidité aux remarques qu'elle voyait que je	faisais	sur elle. Jusque -là, je pouvais croire simplement que je
1736_Crebillon_Egarements2	faisais sur elle. Jusque -là, je	pouvais	croire simplement que je n'étais plus aimé, et elle ne
1736_Crebillon_Egarements2	, je pouvais croire simplement que je n'	étais	plus aimé, et elle ne m'avait pas encore donné lieu
1736_Crebillon_Egarements2	étais plus aimé, et elle ne m'	avait	pas encore donné lieu de penser qu'elle en aimât un autre
1736_Crebillon_Egarements2	un autre. Le marquis de, qui	jouait	avec nous et qu'elle avait ramené de la campagne, lui
1736_Crebillon_Egarements2	, qui jouait avec nous et qu'elle	avait	ramené de la campagne, lui parut apparemment propre à me donner
1736_Crebillon_Egarements2	non contente de rompre avec moi, elle	cherchait	à se consoler de ma perte et que c'était assurément un
1736_Crebillon_Egarements2	se consoler de ma perte et que c'	était	assurément un commencement d'aventure. Je ne la regardais jamais que
1736_Crebillon_Egarements2	un commencement d'aventure. Je ne la	regardais	jamais que je ne trouvasse ses yeux attachés sur le marquis et
1736_Crebillon_Egarements2	attachés sur le marquis et elle ne s'	apercevait	pas plutôt de l'attention avec laquelle je l'examinais, qu'
1736_Crebillon_Egarements2	plutôt de l'attention avec laquelle je l'	examinais	, qu'elle ne les ramenât précipitamment sur ses cartes comme si
1736_Crebillon_Egarements2	à la fin m'impatienta : ce n'	était	pas qu'il intéressât mon coeur, mais il me semblait que
1736_Crebillon_Egarements2	il intéressât mon coeur, mais il me	semblait	que je jouais là un rôle désagréable et qu'au moins elle
1736_Crebillon_Egarements2	coeur, mais il me semblait que je	jouais	là un rôle désagréable et qu'au moins elle aurait dû me
1736_Crebillon_Egarements2	aurait dû me l'épargner. Je me	sentais	pour elle un mépris, elle m'inspirait une indignation qu'à
1736_Crebillon_Egarements2	sentais pour elle un mépris, elle m'	inspirait	une indignation qu'à peine je pouvais dissimuler ! " Versac ne
1736_Crebillon_Egarements2	m'inspirait une indignation qu'à peine je	pouvais	dissimuler ! " Versac ne m'a pas trompé, me disais
1736_Crebillon_Egarements2	Versac ne m'a pas trompé, me	disais	-je, et je ne sais pas comment on ne donne que
1736_Crebillon_Egarements2	sans m'avoir dit du moins qu'elle	voulait	rompre avec moi, sans que ma présence la contraigne, sans
1736_Crebillon_Egarements2	Mais elle ne m'a pas aimé,	reprenais	-je. Je n'ai été, comme Pranzi et mille autres
1736_Crebillon_Egarements2	un successeur. " pendant que je m'	entretenais	d'une façon si peu flatteuse pour elle, je ne songeais
1736_Crebillon_Egarements2	si peu flatteuse pour elle, je ne	songeais	point à m'observer et mon air froid et brusque ne lui
1736_Crebillon_Egarements2	et mon air froid et brusque ne lui	permettait	pas d'ignorer ce qui se passait dans mon coeur. Il
1736_Crebillon_Egarements2	lui permettait pas d'ignorer ce qui se	passait	dans mon coeur. Il m'échappait des mouvements d'impatience qu'
1736_Crebillon_Egarements2	se passait dans mon coeur. Il m'	échappait	des mouvements d'impatience qu'elle savait bien qu'ordinairement le jeu
1736_Crebillon_Egarements2	m'échappait des mouvements d'impatience qu'elle	savait	bien qu'ordinairement le jeu ne me donnait pas, et que
1736_Crebillon_Egarements2	savait bien qu'ordinairement le jeu ne me	donnait	pas, et que je ne pouvais pas même alors rejeter sur
1736_Crebillon_Egarements2	me donnait pas, et que je ne	pouvais	pas même alors rejeter sur lui. Je regardais ma montre à
1736_Crebillon_Egarements2	pas même alors rejeter sur lui. Je	regardais	ma montre à chaque instant, et, comme si ce n'
1736_Crebillon_Egarements2	elle pour m'apprendre l'heure qu'il	était	, je consultais encore celle des autres. Madame De Lursay m'
1736_Crebillon_Egarements2	apprendre l'heure qu'il était, je	consultais	encore celle des autres. Madame De Lursay m'interrogea deux fois
1736_Crebillon_Egarements2	rien qui répondît à ce qu'elle m'	avait	demandé. J'étais devenu stupide et, ce qu'il y
1736_Crebillon_Egarements2	ce qu'elle m'avait demandé. J'	étais	devenu stupide et, ce qu'il y a de plus singulier
1736_Crebillon_Egarements2	singulier, c'est que tout cela se	passait	dans mon coeur pour une femme à qui le moment d'auparavant
1736_Crebillon_Egarements2	l'autre ", dont le changement m'	était	nécessaire, dont la seule idée m'était importune ; et qu'
1736_Crebillon_Egarements2	était nécessaire, dont la seule idée m'	était	importune ; et qu'enfin ce coeur, que son inconstance déchirait
1736_Crebillon_Egarements2	qu'enfin ce coeur, que son inconstance	déchirait	, était tout entier à une autre. Quelle bizarrerie ! Et
1736_Crebillon_Egarements2	ce coeur, que son inconstance déchirait,	était	tout entier à une autre. Quelle bizarrerie ! Et nous osons
1736_Crebillon_Egarements2	que souvent nous méprisons le plus ! Telle	était	à peu près ma situation. Je cédais insensiblement à Madame De
1736_Crebillon_Egarements2	était à peu près ma situation. Je	cédais	insensiblement à Madame De Lursay sans le savoir. J'étais outré
1736_Crebillon_Egarements2	Madame De Lursay sans le savoir. J'	étais	outré qu'elle eût pu sitôt songer à un autre engagement et
1736_Crebillon_Egarements2	autre engagement et ce qui, si j'	avais	su penser, aurait dû me détacher d'elle pour toujours,
1736_Crebillon_Egarements2	dû me détacher d'elle pour toujours,	était	ce qui la rendait pour mon coeur plus redoutable que jamais.
1736_Crebillon_Egarements2	elle pour toujours, était ce qui la	rendait	pour mon coeur plus redoutable que jamais. Je ne pouvais cependant
1736_Crebillon_Egarements2	coeur plus redoutable que jamais. Je ne	pouvais	cependant pas dire que ce qu'elle m'inspirait fût de l'
1736_Crebillon_Egarements2	cependant pas dire que ce qu'elle m'	inspirait	fût de l'amour : j'étais entraîné par des mouvements que
1736_Crebillon_Egarements2	m'inspirait fût de l'amour : j'	étais	entraîné par des mouvements que je ne connaissais point, et que
1736_Crebillon_Egarements2	étais entraîné par des mouvements que je ne	connaissais	point, et que je n'aurais pas pu medéfinir. Ils
1736_Crebillon_Egarements2	je n'aurais pas pu medéfinir. Ils	étaient	violents sans être tendres ; aucun désir ne s'y mêlait,
1736_Crebillon_Egarements2	être tendres ; aucun désir ne s'y	mêlait	, et j'étais piqué sans être amoureux. Qu'elle eût
1736_Crebillon_Egarements2	désir ne s'y mêlait, et j'	étais	piqué sans être amoureux. Qu'elle eût paru sensible un instant
1736_Crebillon_Egarements2	qui n'arriva pas. Madame De Lursay	savait	combien il serait dangereux pour elle de me détromper : elle n'
1736_Crebillon_Egarements2	pour elle de me détromper : elle n'	avait	pas besoin de m'étudier pour démêler ce qui se passait dans
1736_Crebillon_Egarements2	de m'étudier pour démêler ce qui se	passait	dans mon âme. J'aurais été le premier sur qui son
1736_Crebillon_Egarements2	qui son stratagème, tout usé qu'il	était	, aurait été sans puissance, mais pour qu'il fît tout
1736_Crebillon_Egarements2	qu'il fît tout ce qu'elle en	attendait	, il fallait le pousser jusqu'où il pouvait aller. Je
1736_Crebillon_Egarements2	tout ce qu'elle en attendait, il	fallait	le pousser jusqu'où il pouvait aller. Je n'étais encore
1736_Crebillon_Egarements2	, il fallait le pousser jusqu'où il	pouvait	aller. Je n'étais encore qu'ébranlé, et elle me
1736_Crebillon_Egarements2	jusqu'où il pouvait aller. Je n'	étais	encore qu'ébranlé, et elle me voulait vaincu. La partie
1736_Crebillon_Egarements2	étais encore qu'ébranlé, et elle me	voulait	vaincu. La partie où elle m'avait engagé ne fut pas
1736_Crebillon_Egarements2	voulait vaincu. La partie où elle m'	avait	engagé ne fut pas sitôt finie, que, dans mon premier
1736_Crebillon_Egarements2	crus voir à son air froid qu'elle	avait	dans le fond envie que je partisse et qu'elle destinait,
1736_Crebillon_Egarements2	fond envie que je partisse et qu'elle	destinait	, sans doute, l'après-souper au marquis. Je me fis
1736_Crebillon_Egarements2	yeux et justifier tout le mépris que je	croyais	avoir pour elle. Peu de temps après, on servit.
1736_Crebillon_Egarements2	Sans y penser, à ce que je	croyais	, et uniquement par habitude, je voulus me mettre auprès de
1736_Crebillon_Egarements2	que ce fut le marquis, que je	regardais	toujours comme mon successeur, qui se mit à la place où
1736_Crebillon_Egarements2	qui se mit à la place où je	désirais	d'être. Quoique cette préférence qu'elle lui donnait sur moi
1736_Crebillon_Egarements2	être. Quoique cette préférence qu'elle lui	donnait	sur moi eût été habilement conduite, elle ne m'échappa pas
1736_Crebillon_Egarements2	ressentis un dépit extrême. Si elle m'	avait	offert cette place, il est constant que je ne l'aurais
1736_Crebillon_Egarements2	qui, après avoir mortifié ma vanité,	voulait	me plaire, n'épargna rien pour y réussir. Cette séduisante
1736_Crebillon_Egarements2	le seul désir d'engager mon rival lui	donnait	tous ces charmes, je me révoltai contre eux. Son enjouement
1736_Crebillon_Egarements2	, apprêté, et les grâces dont elle	venait	de s'embellir me semblèrent peu faites pour son âge. Je
1736_Crebillon_Egarements2	semblèrent peu faites pour son âge. Je	regardais	tout avec des yeux jaloux. Mon coeur était troublé par la
1736_Crebillon_Egarements2	tout avec des yeux jaloux. Mon coeur	était	troublé par la colère mais tranquille du côté de l'amour.
1736_Crebillon_Egarements2	moins tout entier à la haine que m'	inspirait	Madame De Lursay, n'eus -je pas lieu de me douter
1736_Crebillon_Egarements2	pas lieu de me douter que je la	trouvais	belle. Nous marquons trop nos désirs, ils agissent trop sensiblement
1736_Crebillon_Egarements2	habile. Madame De Lursay, qui n'	était	point dans le cas de pouvoir se méprendre à mes mouvements,
1736_Crebillon_Egarements2	la froideur de mes regards qu'elle ne	faisait	pas sur moi une aussi vive impression qu'elle aurait désiré.
1736_Crebillon_Egarements2	de m'avoirtrop laissé penser qu'elle ne	songeait	plus à moi, puisque, sans quitter absolument son premier projet
1736_Crebillon_Egarements2	moins de tiédeur que je ne lui en	avais	vue jusque -là. Elle en faisait trop peu pour me tirer
1736_Crebillon_Egarements2	en avais vue jusque -là. Elle en	faisait	trop peu pour me tirer de l'état où elle m'avait
1736_Crebillon_Egarements2	me tirer de l'état où elle m'	avait	mis, et elle fit cependant bien de n'en pas risquer
1736_Crebillon_Egarements2	aurait séduit alors au point où elle le	voulait	, que pouvait pour elle une séduction momentanée que mes réflexions auraient
1736_Crebillon_Egarements2	au point où elle le voulait, que	pouvait	pour elle une séduction momentanée que mes réflexions auraient détruite, ou
1736_Crebillon_Egarements2	le plus que je le fusse ? Elle	était	assez sage pour faire ces réflexions, et sans doute elle les
1736_Crebillon_Egarements2	d'abord donné lieu de croire qu'elle	avait	sérieusement rompu avec moi, et qu'elle songeait même à s'
1736_Crebillon_Egarements2	sérieusement rompu avec moi, et qu'elle	songeait	même à s'engager avec un autre, je dus en sortant
1736_Crebillon_Egarements2	impossible de la faire ressouvenir qu'elle m'	avait	aimé et de la retrouver plus tendre qu'elle ne l'avait
1736_Crebillon_Egarements2	la retrouver plus tendre qu'elle ne l'	avait	jamais été pour moi. Quoique, vain comme je l'étais
1736_Crebillon_Egarements2	moi. Quoique, vain comme je l'	étais	, il fût naturel que je songeasse à la rengager, et
1736_Crebillon_Egarements2	fut pas ce qui m'occupa. J'	étais	piqué de n'être point regretté de Madame De Lursay, et
1736_Crebillon_Egarements2	Madame De Lursay, et je ne la	regrettais	pas. Peu de temps même après le souper, ayant presque
1736_Crebillon_Egarements2	presque perdu de vue l'objet qui m'	avait	déterminé à rester chez elle, je fus prêt à suivre quelques
1736_Crebillon_Egarements2	fus prêt à suivre quelques personnes qui en	sortaient	. " qu'elle reste, me dis -je, avec cet
1736_Crebillon_Egarements2	" en conséquence de ce raisonnement je me	levais	, lorsque le marquis, à qui je supposais une si grande
1736_Crebillon_Egarements2	, lorsque le marquis, à qui je	supposais	une si grande impatience de se trouver seul avec Madame De Lursay
1736_Crebillon_Egarements2	Madame De Lursay, lui dit qu'il	allait	prendre congé d'elle. Ce discours me surprit. Je crus
1736_Crebillon_Egarements2	si grande indifférence, après ce qui s'	était	passé, ne me parut pas naturelle. Loin d'imaginer qu'
1736_Crebillon_Egarements2	naturelle. Loin d'imaginer qu'ils ne	pensaient	pas l'un à l'autre et que mes soupçons étaient mal
1736_Crebillon_Egarements2	un à l'autre et que mes soupçons	étaient	mal fondés, je crus au contraire, comme ils s'étaient
1736_Crebillon_Egarements2	je crus au contraire, comme ils s'	étaient	longtemps parlé bas, et que, pendant cette conversation, elle
1736_Crebillon_Egarements2	et que, pendant cette conversation, elle	avait	eu un air mystérieux et embarrassé, que leurs arrangements étaient pris
1736_Crebillon_Egarements2	air mystérieux et embarrassé, que leurs arrangements	étaient	pris, que cette prompte retraite du marquis n'était que simulée
1736_Crebillon_Egarements2	, que cette prompte retraite du marquis n'	était	que simulée, et qu'à peine le peu de monde qui
1736_Crebillon_Egarements2	qu'à peine le peu de monde qui	était	encore chez Madame De Lursay l'aurait quittée, qu'il y
1736_Crebillon_Egarements2	qu'il y reparaîtrait. Cette idée n'	était	rien moins que romanesque, et je pouvais l'avoir sans blesser
1736_Crebillon_Egarements2	était rien moins que romanesque, et je	pouvais	l'avoir sans blesser la vraisemblance et nos usages. Je pensai
1736_Crebillon_Egarements2	son rendez -vous, qu'il y en	avait	eu à le deviner. Je me fis une joie maligne de
1736_Crebillon_Egarements2	ou sans l'être encore, je ne	pouvais	pas avoir le droit d'être importun au point où je me
1736_Crebillon_Egarements2	d'être importun au point où je me	promettais	de le lui paraître. à tant de raisons, il s'
